Sampling current and voltage from /sys/devices/pci0000:c0/0000:c0:01.1/0000:c3:00.1/xmc.u.19922944
Cadence = 0.1 seconds
Time, Current, Voltage
2022-11-17T11:22:08,415631107+0000, 1404, 12302
2022-11-17T11:22:08,522885971+0000, 1404, 12302
2022-11-17T11:22:08,629520660+0000, 1404, 12302
2022-11-17T11:22:08,736043060+0000, 1404, 12302
2022-11-17T11:22:08,844379998+0000, 1404, 12302
2022-11-17T11:22:08,952199924+0000, 1404, 12302
2022-11-17T11:22:09,071113974+0000, 1400, 12297
2022-11-17T11:22:09,177910123+0000, 1400, 12297
2022-11-17T11:22:09,286153678+0000, 1400, 12297
2022-11-17T11:22:09,393494792+0000, 1400, 12297
2022-11-17T11:22:09,500249254+0000, 1400, 12297
2022-11-17T11:22:09,607232001+0000, 1400, 12297
2022-11-17T11:22:09,715611598+0000, 1400, 12297
2022-11-17T11:22:09,824486288+0000, 1400, 12297
2022-11-17T11:22:09,932563192+0000, 1400, 12297
2022-11-17T11:22:10,039170279+0000, 1400, 12297
2022-11-17T11:22:10,157966540+0000, 1400, 12297
2022-11-17T11:22:10,264755487+0000, 1400, 12297
2022-11-17T11:22:10,372003127+0000, 1400, 12297
2022-11-17T11:22:10,479593024+0000, 1400, 12297
2022-11-17T11:22:10,587255416+0000, 1400, 12297
2022-11-17T11:22:10,693952782+0000, 1400, 12297
2022-11-17T11:22:10,800557014+0000, 1400, 12297
2022-11-17T11:22:10,908227101+0000, 1400, 12297
2022-11-17T11:22:11,015326565+0000, 1400, 12297
2022-11-17T11:22:11,121905581+0000, 1400, 12297
2022-11-17T11:22:11,241123386+0000, 1410, 12297
2022-11-17T11:22:11,348936750+0000, 1410, 12297
2022-11-17T11:22:11,455937871+0000, 1410, 12297
2022-11-17T11:22:11,562533106+0000, 1410, 12297
2022-11-17T11:22:11,669188384+0000, 1410, 12297
2022-11-17T11:22:11,776180709+0000, 1410, 12297
2022-11-17T11:22:11,882835826+0000, 1410, 12297
2022-11-17T11:22:11,989351102+0000, 1410, 12297
2022-11-17T11:22:12,097321819+0000, 1410, 12297
2022-11-17T11:22:12,204732432+0000, 1410, 12297
2022-11-17T11:22:12,323415593+0000, 1410, 12297
2022-11-17T11:22:12,430664415+0000, 1410, 12297
2022-11-17T11:22:12,537351421+0000, 1410, 12297
2022-11-17T11:22:12,644612116+0000, 1410, 12297
2022-11-17T11:22:12,751266041+0000, 1410, 12297
2022-11-17T11:22:12,859289084+0000, 1410, 12297
2022-11-17T11:22:12,966691423+0000, 1410, 12297
2022-11-17T11:22:13,074811477+0000, 1410, 12297
